OBJECTID,GEOID,NAME,Hsn__,H___P,Prcn_,Pr__P,Pr_____,P______,Prcnt_ln_,Prcnt_ln__,Prcnt_lw_,Prcnt_lw__,Prc___,Prc____P,Dmg_S,Ast__,As___P,Cncr_,Cn__P,Dbts_,Db__P,Hr___,H____,Lf_xp,Lf__P,Lw_b_,Lw___P,Mnt__,M___P,Pp__64,P__64_,Pp__5,P__5_,Sn_P_S,Hl__S_F_S,Ar_t_,Ar___P,Ds____PM_,D____PM__,Drn__,D___P,Ld_x_,Ld___P,Noise,Ns_Pr,Oth__,O___P,Ozone,Ozn_P,Fn_p_,F___P,Tr____,T_____,Envrnmntl_,Prxmty_t_h,Prxmty_t_1,Prx___,Prx____P,Pr__N_P_L_,P__N_P_L__,Prxmty_t_l,Prxmty_t_2,Pr__R_M_P_,P__R_M_P__,Im___,I____,Wst__,W___P,Envrnmnt_1,Drght,Drg_P,Fldpl,Fld_P,Ext__,E___P,Wldf_,Wl__P,Cl_V_S,Pl__C_B_S,EnS_S,Envrnmnt_2,Envrnmnt_3,C_V_S_,S_P_S_,D_S_P,P__C_B_S_P,H__S_F_S_P,ES_S_,Shape__Area,Shape__Length
21,08014,Broomfield,0.264093279739561,32.8125,0.079124556225091,14.0625,0.037390169972758,23.4375,0.016343885991429,49.1525423728814,0.124266637627105,3.125,0.253996159359533,62.5,21.6794467212397,20.828,48.2142857142857,42.1875,29.6875,22.65625,20.3125,7.8125,3.125,81.3315789473684,29.0322580645161,8.834,33.8709677419355,14.5,4.6875,0.146769264057556,20.3125,0.04745354718308,56.25,19.8502730763616,20.7648598988007,6.7551866867586,78,0.227701834999547,95.3125,0,0,0.046780266768779,7.8125,45.2247968983309,98.4375,0.602600900154992,75.8064516129032,48.2197865296804,54.6875,9.27115331050228,96.875,1288240.95189822,93.75,61.8901503221621,0.751858352219969,61.1111111111111,0,0,0.198520048780366,67.8571428571429,1400.2929606462,88.3720930232558,0.066232541778527,33.3333333333333,63.4920634920635,34.9206349206349,4758.14395344004,75.8064516129032,56.4438101758111,19.9233716475096,4.6875,1.21269183575765,88.2352941176471,23,15.625,966.278385197645,90.625,27.6638687855618,51.9719949014243,21.4135301016841,82.8125,81.25,25,14.0625,17.1875,76.5625,9.375,26.5625,0.00915786396808471,1.17462701589457
22,08015,Chaffee,0.339620560335319,87.5,0.13007593265104,53.125,0.06956802063185,42.1875,0.015552614162806,44.0677966101695,0.295343069716175,51.5625,0.15431404620732,18.75,45.0461722756104,17.539,35.7142857142857,39.0625,15.625,39.84375,43.75,41.40625,35.9375,79.88,53.2258064516129,9.777,56.4516129032258,17,39.0625,0.26277857288898,84.375,0.03920466162339,25,39.1731889729558,42.1096806242831,0.006978429429206,14,0.016040636529884,26.5625,60.7843137254902,60.7843137254902,0.228323699421965,51.5625,31.0412636975014,31.25,0.098662534140354,62.9032258064516,49.8247273972603,87.5,4.63480136986301,12.5,67047.1186431531,51.5625,36.9761710816809,0,0,17.8713854763849,77.7777777777778,0.149895759033106,60.7142857142857,0,0,0,0,58.7301587301587,28.5714285714286,52.7676825961649,33.8709677419355,46.2355997367655,42.911877394636,42.1875,0.042887490774273,23.5294117647059,37.5,93.75,131.871228926353,40.625,44.0950538821867,41.0707489455785,34.3166152825681,40.625,64.0625,57.8125,45.3125,56.25,53.125,46.875,54.6875,0.272389119316358,3.12582189458377
23,08025,Crowley,0.259315589353612,25,0.21263205214655,96.875,0.189692197566213,100,0.012167300380228,37.2881355932203,0.532479208810969,100,0.475786924939467,87.5,65.5071051427735,5.121,12.5,38.28125,14.0625,93.75,96.875,64.84375,70.3125,76.4,98.3870967741936,13.38,87.0967741935484,18,64.0625,0.144240747146316,17.1875,0.029920442753372,12.5,37.3430074972168,51.4250563199952,0,0,0.030484927273624,60.9375,23.5294117647059,23.5294117647059,0.477377049180328,90.625,32.8468698863847,57.8125,0.000175106355537,3.2258064516129,45.2003054794521,20.3125,5.90581917808219,59.375,7117.05650884564,7.8125,26.2917867597857,0,0,0.442411379427184,15.8730158730159,0,0,0,0,0.020193624360263,17.9487179487179,95.2380952380952,82.5396825396825,73.3205431668446,35.4838709677419,30.2236330144639,44.8275862068966,48.4375,0,0,23.75,20.3125,50.147467219742,18.75,26.422999917688,27.3075516129308,27.8642536598281,18.75,34.375,21.875,40.625,84.375,6.25,68.75,40.625,0.213559164024218,1.95538803343009
24,08043,Fremont,0.289755048933643,54.6875,0.18894168041161,87.5,0.101613835882879,68.75,0.000735418905923,3.38983050847458,0.367845865403592,76.5625,0.217524996436353,43.75,39.3903792508215,20.416,42.8571428571429,57.8125,65.625,59.375,60.9375,78.125,84.375,76.5666666666667,96.7741935483871,8.271,19.3548387096774,17.2,48.4375,0.218930091432993,68.75,0.041012482945405,29.6875,51.7841029502948,45.5872411005582,2.33757998698588,72,0.024151771906252,43.75,54.9019607843137,54.9019607843137,0.279923160279775,59.375,31.9890869754734,50,1.4633365923008,82.258064516129,48.7247576255708,68.75,5.15259853881279,37.5,103435.184624496,59.375,57.1121723438765,0.002397500591953,11.1111111111111,38.7600143750941,88.8888888888889,0.84721180963431,82.1428571428571,249.297758361114,76.7441860465116,0.233960899805385,58.974358974359,91.2698412698413,69.8412698412698,295.107699760073,50,53.6672539595676,49.0421455938697,67.1875,0.046195431151755,26.4705882352941,27.5,46.875,863.983953198357,87.5,51.9697170059683,54.9653289133222,49.7189578478249,81.25,71.875,73.4375,70.3125,48.4375,85.9375,54.6875,78.125,0.410342123589999,3.08873252713763
25,08055,Huerfano,0.282933611400765,45.3125,0.205808267891539,93.75,0.070902750871755,45.3125,0.002780674313521,16.9491525423729,0.394725144465847,82.8125,0.385005800464037,75,52.2138132995488,33.735,80.3571428571429,57.8125,65.625,89.84375,93.75,78.125,84.375,81.4,27.4193548387097,8.451,22.5806451612903,18.4,71.875,0.331496519721578,95.3125,0.047128770301624,51.5625,59.3400948899169,55.7769540947328,0.007099480348791,16,0.019551940760484,32.8125,86.2745098039216,86.2745098039216,0.351625158294639,71.875,31.1054247915113,32.8125,0.006955659190234,22.5806451612903,47.516902283105,40.625,4.70559452054794,21.875,77276.3276982126,53.125,36.4607996846727,0,0,1.85893841567865,38.0952380952381,0,0,1.38492370092436,20.9302325581395,0,0,94.4444444444444,77.7777777777778,0.00771050089476,6.45161290322581,25.1502406310843,48.2758620689655,64.0625,0,0,25.5,40.625,175.596480689728,50,50.6744550506791,37.1865737627772,41.1557799097616,39.0625,18.75,68.75,84.375,64.0625,39.0625,76.5625,67.1875,0.421500957655098,3.86938678479044
26,08029,Delta,0.279132349343554,42.1875,0.193822086702903,90.625,0.099960696973667,67.1875,0.012313463263476,38.9830508474576,0.342080786606431,68.75,0.205947454527957,37.5,54.3646605909943,22.181,60.7142857142857,62.5,78.125,61.71875,62.5,75,79.6875,78.9111111111111,70.9677419354839,11.268,72.5806451612903,18.7,78.125,0.269175247810605,85.9375,0.044140762839637,39.0625,68.1983661397793,61.2815133653868,0.00030699488656,6,0.028329809913443,56.25,68.6274509803922,68.6274509803922,0.262650764773263,54.6875,30.3127394055578,20.3125,0.054115858829501,53.2258064516129,46.4665433789954,28.125,5.38780334855403,45.3125,66349.4282522955,50,35.3981573953292,0,0,31.7987125150645,84.1269841269841,0,0,0.922742302956408,11.6279069767442,0.073648922846038,35.8974358974359,39.6825396825397,12.6984126984127,253.402871860796,48.3870967741936,29.2951590385854,62.0689655172414,90.625,0.269436348469007,64.7058823529412,39.75,96.875,423.521623012275,67.1875,78.6000812755847,44.6728887762071,54.3204544606074,35.9375,28.125,96.875,92.1875,67.1875,65.625,87.5,84.375,0.308746182307004,2.74902160132733
27,08045,Garfield,0.337874050915587,85.9375,0.090611389461964,23.4375,0.107002760424234,75,0.052970075926753,93.2203389830508,0.250629246384918,34.375,0.346432566509411,70.3125,56.9276860612347,17.855,37.5,40.625,18.75,39.84375,43.75,31.25,26.5625,80.6909090909091,38.7096774193548,8.72,30.6451612903226,17,39.0625,0.13648817340272,10.9375,0.064442390934293,84.375,31.9754737929673,44.451579927101,4.27861787658189,76,0.040083713328531,68.75,58.8235294117647,58.8235294117647,0.133837864516925,29.6875,30.6776445379367,26.5625,0.56723458803887,74.1935483870968,48.078895890411,50,5.51034246575342,50,143038.515700267,71.875,52.8764952753022,0,0,28.7643458501438,82.5396825396825,0,0,3494.26505003965,95.3488372093023,0.084078831253466,41.025641025641,80.1587301587302,53.968253968254,2493.76766842449,64.5161290322581,64.5904110045656,56.3218390804598,79.6875,0.011719041823923,11.7647058823529,34.5,84.375,429.709215738554,68.75,48.2908045669011,54.6585515305178,48.2097851452339,76.5625,87.5,62.5,28.125,71.875,84.375,51.5625,75,0.802786703547099,5.50838861254478
28,08103,Rio Blanco,0.22483087942698,10.9375,0.165150564617315,76.5625,0.077596131706194,50,0.018304814962197,52.5423728813559,0.298947368421053,54.6875,0.176317001996621,28.125,38.7464938924192,21.375,55.3571428571429,68.75,87.5,39.84375,43.75,56.25,54.6875,78.95,69.3548387096774,7.895,12.9032258064516,18.9,81.25,0.159883274458609,29.6875,0.063738289049301,82.8125,50.3283702368233,44.5374320646212,0.110812202472336,48,0.015966401583572,25,3.92156862745098,3.92156862745098,0.191814294441051,46.875,30.0109853807727,12.5,0.033757576863123,43.5483870967742,47.8886383561644,45.3125,6.69125890410959,84.375,14149.1953441452,14.0625,26.5050576542107,0,0,5.55565812789235,53.968253968254,0,0,523.503788496987,83.7209302325581,0.022810980211396,20.5128205128205,73.015873015873,47.6190476190476,34.0197867820692,25.8064516129032,40.8602818695615,54.0229885057471,78.125,0,0,33.5,75,1071.82363267944,92.1875,81.4406273542921,43.8277561330687,38.7314971910615,20.3125,56.25,98.4375,67.1875,46.875,59.375,53.125,60.9375,0.880092303500987,5.18126856819404
29,08087,Morgan,0.315949227373068,73.4375,0.101069032979318,29.6875,0.173401832530057,98.4375,0.050680647534952,89.8305084745763,0.343527763180942,70.3125,0.431847133757962,81.25,69.2344068173274,32.42,76.7857142857143,55.46875,59.375,69.53125,70.3125,64.0625,68.75,79.7125,56.4516129032258,8.833,32.258064516129,17.4,53.125,0.156722327422964,26.5625,0.071096574281288,95.3125,55.9789352899398,62.6066710536336,0.487435411326916,62,0.106115710625877,82.8125,47.0588235294118,47.0588235294118,0.346446481065191,70.3125,36.1061202093258,78.125,2.86905594404118,85.4838709677419,45.7675924657534,23.4375,7.17089349315069,85.9375,139779.782638648,70.3125,63.1920490511869,0,0,17.0110297101764,74.6031746031746,0,0,69.3528685613931,69.7674418604651,0.78352983674149,92.3076923076923,20.6349206349206,7.93650793650794,57924.8128648267,100,52.0301995155107,36.3984674329502,23.4375,2.17324993820308,97.0588235294118,24.25,31.25,45.0894811269444,15.625,32.4641539287462,52.7196128866577,65.4911626474302,85.9375,68.75,35.9375,79.6875,89.0625,78.125,90.625,92.1875,0.35477830151558,2.41526955876206
30,08073,Lincoln,0.260665972944849,28.125,0.15042573320719,65.625,0.112538662859862,78.125,0.00156087408949,5.08474576271187,0.291347992351816,46.875,0.248074511911159,59.375,35.6145671753567,12.255,25,60.9375,75,55.46875,56.25,74.21875,78.125,80.8,37.0967741935484,8.922,37.0967741935484,17.4,53.125,0.172846140068064,37.5,0.045316138276912,43.75,46.3552979337308,40.9849325545437,0.008557623418997,18,0.02801650886778,54.6875,13.7254901960784,13.7254901960784,0.418879056047198,84.375,34.7255687167883,68.75,0.017548914547314,32.258064516129,45.7036835616438,21.875,5.98433424657534,60.9375,43549.6796283432,39.0625,37.0529580558298,0,0,0.237350574263028,9.52380952380952,0,0,7.81421047477169,48.8372093023256,0.008139525953853,5.12820512820513,87.3015873015873,61.9047619047619,2.16276142833052,14.5161290322581,18.4595181851243,47.1264367816092,56.25,0,0,24.25,31.25,19.4198870376215,6.25,22.2305831530629,28.6990043624617,23.3389294324702,42.1875,7.8125,14.0625,57.8125,42.1875,14.0625,45.3125,31.25,0.696476725441244,3.90098112796674
31,08083,Montezuma,0.260361216730038,26.5625,0.150423319287123,64.0625,0.08692636072572,54.6875,0.026235741444867,64.4067796610169,0.361031296109342,75,0.288837744533947,65.625,55.5866511980588,21.91,58.9285714285714,50.78125,53.125,80.46875,79.6875,58.59375,59.375,80.3,45.1612903225806,9.816,58.0645161290323,19.4,89.0625,0.235941695435366,71.875,0.047142309167626,53.125,61.8311753093335,58.7089132536962,0.052433171906094,34,0.021826219227392,39.0625,0,0,0.230662645692395,53.125,29.4447615753318,6.25,0.035532360165228,45.1612903225806,46.427420890411,26.5625,4.88024280821918,29.6875,108285.153803066,62.5,31.5492003262768,0,0,3.81551037348984,47.6190476190476,0,0,13.0691872162681,51.1627906976744,0.006788744884467,2.56410256410256,92.0634920634921,73.015873015873,36.1518973225759,27.4193548387097,26.2681185436077,67.816091954023,98.4375,0,0,27.75,50,654.74385582403,79.6875,73.1992998916848,40.6414547719615,47.3438053698614,26.5625,23.4375,93.75,87.5,68.75,51.5625,84.375,73.4375,0.537190711603444,3.29243244228674
32,08001,Adams,0.356324947161044,93.75,0.111009428139698,37.5,0.151854235046872,95.3125,0.045979548702893,88.135593220339,0.256458612355337,40.625,0.525049553108821,95.3125,69.6692542852458,49.464,89.2857142857143,39.84375,17.1875,75,76.5625,55.46875,53.125,78.1051020408163,85.4838709677419,9.485,51.6129032258064,18.4,71.875,0.108094026903829,1.5625,0.065558138148877,85.9375,40.0613764843449,54.8653153847954,31.8983352115293,94,0.32972326498914,98.4375,35.2941176470588,35.2941176470588,0.141109945636837,32.8125,39.2701288681847,96.875,16.567905735142,95.1612903225807,46.9603383945718,34.375,9.58482168736397,98.4375,2051359.35639494,96.875,68.3092755331072,1.72853564177703,88.8888888888889,155.768685082582,96.8253968253968,1.14340851379585,85.7142857142857,6490.31355124069,97.6744186046512,1.13099910426462,94.8717948717949,73.015873015873,47.6190476190476,7583.20404697318,80.6451612903226,82.6083312824856,37.5478927203065,29.6875,1.16046575805747,85.2941176470588,24,25,281.548148500488,59.375,44.0310543253446,65.8144841685111,71.6488522317213,90.625,100,56.25,48.4375,92.1875,100,73.4375,98.4375,0.322724569168258,4.31946065218919
33,08079,Mineral,0.327751196172249,79.6875,0.11251580278129,42.1875,0.021897810218978,9.375,0,0,0.251889168765743,37.5,0.071788413098237,1.5625,17.917578360627,11.498,21.4285714285714,87.5,100,17.96875,14.0625,72.65625,75,0,0,0,0,17.6,59.375,0.270780856423174,89.0625,0.03904282115869,23.4375,43.1849480049992,30.5512631828131,0,0,0.005947532680937,3.125,0,0,0.190325138778747,45.3125,31.4726131271039,43.75,0.00014491264927,1.61290322580645,49.2085479452055,75,4.22260821917808,1.5625,3016.90526681389,4.6875,9.17872643493413,0,0,0.60080875891556,25.3968253968254,0.333671094562303,71.4285714285714,0,0,0,0,92.063492063492,71.4285714285714,0.381791644329611,9.67741935483871,33.4634513135412,48.6590038314176,65.625,0,0,35.5,89.0625,115.064958799577,37.5,60.292758669184,28.0284157131484,16.9909474837049,1.5625,43.75,82.8125,54.6875,9.375,10.9375,29.6875,14.0625,0.2321685407328,2.0450664871839
34,08089,Otero,0.277850934948644,40.625,0.203631224179169,92.1875,0.119610790285579,85.9375,0.021991045562286,61.0169491525424,0.479702151130723,92.1875,0.488697524219591,92.1875,74.200548434158,45.147,85.7142857142857,46.09375,34.375,89.0625,92.1875,95.3125,100,76.9428571428572,91.9354838709677,8.171,16.1290322580645,20,95.3125,0.210979547900969,62.5,0.056673842841765,73.4375,63.842797721572,69.021673077865,0.060691642219686,38,0.044594096302224,75,98.0392156862745,98.0392156862745,0.523640526617058,98.4375,32.8166658937411,56.25,0.049620029251672,48.3870967741936,44.8878516634051,18.75,5.80459412915851,54.6875,107146.995119754,60.9375,55.0953050955222,0,0,8.03451739581469,60.3174603174603,0,0,0,0,0.254339433083909,64.1025641025641,98.4126984126984,87.3015873015873,3819.76592159338,72.5806451612903,70.3542525283728,42.1455938697318,35.9375,0,0,23.25,17.1875,80.2080062098026,25,24.9019597771757,51.3617056241482,70.342013499202,79.6875,92.1875,17.1875,89.0625,96.875,75,93.75,95.3125,0.336877369464673,2.65280981029491
35,08095,Phillips,0.297159090909091,57.8125,0.133106575963719,56.25,0.108900876601483,76.5625,0.094886363636364,100,0.31156462585034,60.9375,0.297574004006232,67.1875,68.3474395560816,18.767,41.0714285714286,57.03125,60.9375,87.5,87.5,64.0625,68.75,80.1,50,5.469,1.61290322580645,19.8,93.75,0.18272868907189,43.75,0.0747829957712,96.875,42.80493483086,55.5761871934708,0.096258357193246,42,0.031949540748597,64.0625,21.5686274509804,21.5686274509804,0.443248532289628,85.9375,37.8971196108921,93.75,0.033577307544194,41.9354838709677,42.4345657534247,3.125,6.17927808219178,73.4375,13762.5133579509,12.5,33.7122465616024,0,0,2.67694769670644,42.8571428571429,0,0,92.4167415655743,72.0930232558139,0.010075295773102,7.69230769230769,0,0,0,0,28.751314165481,43.6781609195402,45.3125,0,0,27.5,46.875,15.4923297197791,3.125,18.7933026942128,28.7422774957247,31.6956602201976,29.6875,26.5625,10.9375,53.125,87.5,15.625,75,46.875,0.189577890726923,1.8480980015917
36,08091,Ouray,0.26652977412731,37.5,0.150931928687196,67.1875,0.025389221556886,12.5,0.002464065708419,15.2542372881356,0.187994321638613,15.625,0.091977309562399,4.6875,18.1021542463338,0,0,63.28125,81.25,14.0625,6.25,19.53125,12.5,83.2,4.83870967741935,7.285,6.45161290322581,17.2,48.4375,0.360615883306321,100,0.029376012965964,10.9375,17.8911757371435,17.9966649917386,0,0,0.0088422576912,9.375,0,0,0.169663573085847,42.1875,31.2887094453015,40.625,0.000449808751109,6.45161290322581,47.9072356164384,46.875,4.64601780821918,14.0625,38698.0321397794,35.9375,21.9509151753059,0,0,3.77422590184331,46.031746031746,0.014521333365309,25,1.38731125904331,23.2558139534884,0,0,86.5079365079365,58.7301587301587,355.710711258167,53.2258064516129,38.4151457528721,53.2567049808429,76.5625,0,0,38.75,95.3125,256.125227142931,54.6875,73.6237632513391,38.9851848387057,13.9213549219506,14.0625,54.6875,95.3125,7.8125,10.9375,42.1875,3.125,7.8125,0.144347925284592,2.22545981032166
37,08011,Bent,0.309734513274336,65.625,0.209966934341049,95.3125,0.166002344665885,96.875,0.009955752212389,28.8135593220339,0.487246102975909,93.75,0.456392735119583,84.375,71.8955721413757,50.258,91.0714285714286,32.03125,7.8125,90.625,95.3125,95.3125,100,78,87.0967741935484,9.223,46.7741935483871,18.8,79.6875,0.183959719474915,45.3125,0.040819996403525,28.125,52.0532569699263,61.974414555651,0.000278103832435,4,0.038893984669201,67.1875,82.3529411764706,82.3529411764706,0.482101348210135,92.1875,33.2563696401771,62.5,0.0016340217859,8.06451612903226,44.0098890410959,14.0625,5.85505890410959,57.8125,36693.1436577762,32.8125,31.1273677002157,0,0,1.27272168867091,34.9206349206349,0,0,1.6715125319355,27.906976744186,0.010537465612021,10.2564102564103,93.6507936507936,76.1904761904762,88.0582123235474,40.3225806451613,31.4374898836128,45.5938697318008,53.125,0,0,20.75,4.6875,85.0595594681473,26.5625,18.7716763198804,28.1159754009811,34.57446458478,25,40.625,9.375,71.875,93.75,12.5,89.0625,56.25,0.409167767719737,2.57239090132001
38,08007,Archuleta,0.365458347856396,96.875,0.155540621266428,71.875,0.05481424594413,35.9375,0.004356918787034,20.3389830508475,0.304682249271899,57.8125,0.242653046117403,56.25,50.4818378771435,9.653,17.8571428571429,41.40625,21.875,22.65625,20.3125,55.46875,53.125,81.5,24.1935483870968,8.614,27.4193548387097,16.3,26.5625,0.270412317714117,87.5,0.041972018654231,34.375,30.4251835682438,40.4535107226937,0,0,0.013190960517094,17.1875,7.84313725490196,7.84313725490196,0.057762485663643,9.375,30.6452153566017,25,0.002615076600041,14.5161290322581,48.7871309589041,70.3125,4.63433863013699,10.9375,29319.4061907648,25,17.5052938643981,0,0,0.598969727316962,23.8095238095238,0.001580251784487,3.57142857142857,65.5897178662831,67.4418604651163,0,0,55.5555555555556,25.3968253968254,3431.8272527313,69.3548387096774,25.1695635032761,67.4329501915709,96.875,0.055165688570064,29.4117647058824,34.75,85.9375,883.479700122526,89.0625,68.3364791048101,32.1291575842206,25.789649034196,7.8125,20.3125,85.9375,23.4375,60.9375,26.5625,43.75,34.375,0.356264287994463,2.77748591438513
39,08107,Routt,0.36209748029964,95.3125,0.06784244087497,9.375,0.030359620104578,15.625,0.007101858157408,25.4237288135593,0.186249441941637,10.9375,0.16476908274535,25,21.4374478514161,2.206,3.57142857142857,51.5625,56.25,14.0625,6.25,14.84375,7.8125,81.75,20.9677419354839,10.102,64.5161290322581,15.5,12.5,0.168657793457344,34.375,0.041212315586915,31.25,17.7866946692139,19.612071260315,0.011170587047132,22,0.025568525633387,48.4375,90.1960784313726,90.1960784313726,0.085266193967071,17.1875,30.4155332385214,23.4375,0.124983380991725,64.5161290322581,49.4577701369863,82.8125,5.67414136986301,51.5625,114490.363716115,64.0625,44.4929190880495,0,0,5.03343485256772,52.3809523809524,0,0,2.27338468373906,37.2093023255814,0.026620200715817,23.0769230769231,53.968253968254,23.8095238095238,345.790267373714,51.6129032258064,35.3591945535374,47.8927203065134,60.9375,0.192582391945856,47.0588235294118,32.5,70.3125,133.275069522021,42.1875,54.0051910959439,44.5875559563951,17.3510997221663,65.625,48.4375,76.5625,6.25,15.625,64.0625,7.8125,18.75,0.651459292547315,4.10509507338418
40,08053,Hinsdale,0.286610878661088,48.4375,0.172338090010977,79.6875,0.015247776365947,1.5625,0,0,0.20417124039517,17.1875,0.103183315038419,6.25,14.5310479308064,0,0,50.78125,53.125,35.9375,35.9375,58.59375,59.375,81.4,27.4193548387097,0,0,16.1,21.875,0.340285400658617,96.875,0.025246981339188,4.6875,31.5148708050373,23.0229593679218,0,0,0.005535675932306,1.5625,0,0,0.149359886201991,34.375,31.3801692442217,42.1875,0,0,49.4430356164384,81.25,4.28241643835616,3.125,791.579656111713,3.125,11.0271087086996,0,0,0.242054492713686,11.1111111111111,0.060393846710605,46.4285714285714,0,0,0,0,108.730158730159,93.6507936507936,20.5816240599556,22.5806451612903,32.3182365184244,48.2758620689655,64.0625,0,0,32.75,71.875,126.558122635127,39.0625,56.4478309346149,27.7050712176096,12.6564029641937,3.125,42.1875,81.25,26.5625,6.25,7.8125,12.5,4.6875,0.297670983017724,2.84694965283616
41,08123,Weld,0.308587799473757,64.0625,0.112159609298596,39.0625,0.116628936186005,84.375,0.031609195402299,74.5762711864407,0.246282442043041,32.8125,0.362842644494458,73.4375,57.9681261945089,31.042,75,37.5,12.5,64.84375,64.0625,42.96875,37.5,79.4469696969697,64.5161290322581,8.628,29.0322580645161,16.6,34.375,0.12459799798471,4.6875,0.068664659422082,92.1875,34.1193921547933,46.0437591746511,72.6893902356314,100,0.19915278845903,93.75,70.5882352941177,70.5882352941177,0.124953239174349,25,36.3212848548763,81.25,18.2253611026752,98.3870967741936,46.7867706882324,32.8125,9.65793593002146,100,455241.688412757,82.8125,69.1042061629407,0.553131575167955,55.5555555555556,285.545756144966,100,0,0,40240.1969134289,100,1.21073205444481,97.4358974358974,57.1428571428571,26.984126984127,22617.1880068594,95.1612903225807,71.972932213853,43.2950191570881,43.75,0.495174973856235,73.5294117647059,25.25,37.5,170.380583680762,48.4375,49.1657913933141,64.8367839832621,59.2355076261757,92.1875,93.75,65.625,29.6875,76.5625,98.4375,56.25,90.625,1.10611580920295,5.09952310502961
42,08069,Larimer,0.322214832281946,78.125,0.100097890446846,28.125,0.036732543260264,21.875,0.011111782923864,32.2033898305085,0.232732428021414,29.6875,0.192298595013955,32.8125,33.8629035291357,21.16,53.5714285714286,67.96875,85.9375,29.6875,31.25,21.875,17.1875,80.8890410958904,35.4838709677419,9.113,43.5483870967742,15.7,14.0625,0.164235049239905,31.25,0.045505519488651,45.3125,34.8632633027023,34.363083415919,41.6106643181328,96,0.139384404133513,89.0625,49.0196078431373,49.0196078431373,0.101198745309053,20.3125,32.6768442284438,54.6875,3.97253234746172,87.0967741935484,47.8211130614846,42.1875,8.03653169799299,90.625,667387.054958458,85.9375,61.8903110990149,1.163364116737,77.7777777777778,157.583392932156,98.4126984126984,0,0,1525.2342104366,90.6976744186046,0.217606823461578,56.4102564102564,98.4126984126984,87.3015873015873,2386.12496257303,62.9032258064516,77.403273061297,30.2681992337165,15.625,0.413864646586829,70.5882352941177,24.25,31.25,532.422318633056,73.4375,39.8868797686144,60.2676937569853,41.0928795357779,84.375,95.3125,50,37.5,40.625,92.1875,39.0625,65.625,0.726526579694109,3.89977907187784
