OBJECTID,GEOID,NAME,Hsn__,H___P,Prcn_,Pr__P,Pr_____,P______,Prcnt_ln_,Prcnt_ln__,Prcnt_lw_,Prcnt_lw__,Prc___,Prc____P,Dmg_S,Ast__,As___P,Cncr_,Cn__P,Dbts_,Db__P,Hr___,H____,Lf_xp,Lf__P,Lw_b_,Lw___P,Mnt__,M___P,Pp__64,P__64_,Pp__5,P__5_,Sn_P_S,Hl__S_F_S,Ar_t_,Ar___P,Ds____PM_,D____PM__,Drn__,D___P,Ld_x_,Ld___P,Noise,Ns_Pr,Oth__,O___P,Ozone,Ozn_P,Fn_p_,F___P,Tr____,T_____,Envrnmntl_,Prxmty_t_h,Prxmty_t_1,Prx___,Prx____P,Pr__N_P_L_,P__N_P_L__,Prxmty_t_l,Prxmty_t_2,Pr__R_M_P_,P__R_M_P__,Im___,I____,Wst__,W___P,Envrnmnt_1,Drght,Drg_P,Fldpl,Fld_P,Ext__,E___P,Wldf_,Wl__P,Cl_V_S,Pl__C_B_S,EnS_S,Envrnmnt_2,Envrnmnt_3,C_V_S_,S_P_S_,D_S_P,P__C_B_S_P,H__S_F_S_P,ES_S_,Shape__Area,Shape__Length
43,08065,Lake,0.236164962989073,12.5,0.110279101429544,35.9375,0.05724033358605,39.0625,0.01903419104688,54.2372881355932,0.187827044891215,14.0625,0.394569769012562,76.5625,31.7516101040467,14.504,26.7857142857143,50.78125,53.125,41.40625,45.3125,35.15625,32.8125,78.6,77.4193548387097,17.633,95.1612903225807,14.4,3.125,0.141969471835742,15.625,0.042280156693232,35.9375,31.1170622614423,31.4343361827445,0.055510557276975,36,0.0138204665164,18.75,0,0,0.398753117206983,81.25,32.2269331306494,51.5625,0.049670405897532,50,50.7919680365297,93.75,4.80366484018265,26.5625,45294.3277838283,42.1875,44.3079738612554,0,0,8.40293785449183,63.4920634920635,7.81853338348757,96.4285714285714,0,0,0,0,76.1904761904762,50.7936507936508,122.173196705029,41.9354838709677,60.0937167340963,31.0344827586207,20.3125,0,0,34.5,84.375,95.6315326541083,29.6875,37.0552940309555,46.4412396218907,28.9666300619949,64.0625,82.8125,45.3125,25,34.375,70.3125,31.25,43.75,0.103687163417817,1.72745325120908
44,08105,Rio Grande,0.189821773674039,4.6875,0.169995561473591,78.125,0.099110232328225,64.0625,0.025552931071505,62.7118644067797,0.277604491578291,45.3125,0.483656703373536,90.625,42.6767977728762,39.299,82.1428571428571,46.09375,34.375,72.65625,75,44.53125,40.625,81.1,32.258064516129,14.57,93.5483870967742,16.6,34.375,0.209316553050166,60.9375,0.051477014507953,64.0625,53.320841894992,47.9988198339341,0,0,0.02030303714162,37.5,41.1764705882353,41.1764705882353,0.297820454199055,62.5,30.8656800914573,28.125,0.058354386472399,56.4516129032258,48.4793849315068,60.9375,4.73455136986301,25,56036.6834740915,48.4375,42.822000913537,0,0,9.24346937620675,66.6666666666667,0.005743651136336,21.4285714285714,0,0,0.173376771552768,51.2820512820513,87.3015873015873,61.9047619047619,5069.5279487386,77.4193548387097,51.1785751712151,53.2567049808429,76.5625,0.010888442370257,8.82352941176471,34,79.6875,102.807367187018,34.375,36.8827112163573,43.4263220536616,41.3593289725389,62.5,67.1875,42.1875,75,54.6875,57.8125,60.9375,68.75,0.241033050009491,2.21073780255282
45,08047,Gilpin,0.335085874518051,84.375,0.11968314103668,46.875,0.055603263203092,37.5,0.002453557658605,13.5593220338983,0.21643598615917,25,0.156079234972678,21.875,32.1281261718201,8.606,14.2857142857143,45.3125,31.25,26.5625,26.5625,28.90625,25,81.8,19.3548387096774,12.5,83.8709677419355,16.2,25,0.159494535519126,28.125,0.034494535519126,20.3125,26.6901427315572,29.4091344516887,0,0,0.019700583262795,34.375,0,0,0.186575654152446,43.75,34.5902205993635,65.625,0.004375647593837,16.1290322580645,51.2875452054795,98.4375,5.83728082191781,56.25,32147.4881103154,29.6875,42.7669101616014,0,0,2.08402463373025,39.6825396825397,4.57572945140985,92.8571428571429,0,0,0,0,80.9523809523809,55.5555555555556,122.878280504919,43.5483870967742,54.642251559745,16.8582375478927,1.5625,0,0,26.25,43.75,828.045505617977,85.9375,18.0437554733054,39.5549568390633,23.0819785806437,60.9375,75,7.8125,20.3125,35.9375,46.875,28.125,29.6875,0.0409950465345901,0.973811851715063
46,08125,Yuma,0.258790791803693,23.4375,0.082907380903701,18.75,0.151665166516652,93.75,0.055147988869213,94.9152542372881,0.337857438872772,67.1875,0.28385993157577,64.0625,50.6234845541073,9.354,16.0714285714286,48.4375,40.625,69.53125,70.3125,57.8125,56.25,79.65,61.2903225806452,5.997,3.2258064516129,18.4,71.875,0.180619843026766,42.1875,0.068826725699336,93.75,37.4567042824604,44.0400944182839,0.793498928958533,66,0.033296664174632,65.625,33.3333333333333,33.3333333333333,0.45374449339207,87.5,36.875911012047,87.5,0.055300838986275,54.8387096774194,42.9476589041096,6.25,6.32066575342466,79.6875,38233.8409725835,34.375,46.607571341352,0,0,0.621474793815331,26.984126984127,0,0,188.830479883583,74.4186046511628,0.439962989380029,74.3589743589744,9.52380952380952,4.76190476190476,4.27133417283468,16.1290322580645,25.8168029677695,51.7241379310345,71.875,0,0,25.75,42.1875,27.5978920852196,9.375,30.5195159602801,37.3878654026884,32.6714784638502,70.3125,21.875,32.8125,42.1875,62.5,40.625,50,50,0.647060025011115,3.24382345066907
47,08057,Jackson,0.251162790697674,17.1875,0.126917712691771,51.5625,0.143122676579926,90.625,0,0,0.449093444909344,90.625,0.131944444444444,10.9375,38.0357650840687,0,0,70.3125,89.0625,44.53125,46.875,52.34375,46.875,78.7,74.1935483870968,12.245,82.258064516129,19,85.9375,0.313888888888889,93.75,0.032638888888889,14.0625,58.400602137371,48.2181836107198,0.091746264032913,40,0.012904577664916,15.625,0,0,0.345699831365936,68.75,30.2340264411748,15.625,0.018757586672368,35.4838709677419,49.7518520547945,85.9375,5.27225479452055,43.75,32040.869562219,28.125,35.4941785907153,0,0,0.462023636437533,17.4603174603175,0,0,4.6301856709099,44.1860465116279,0,0,68.2539682539683,42.8571428571429,0.004902164354662,4.83870967741935,19.9996555172264,31.4176245210728,21.875,0,0,30.5,57.8125,68.3056230897472,20.3125,29.5060492762429,30.123515493725,28.8208228530863,37.5,10.9375,28.125,82.8125,43.75,21.875,62.5,42.1875,0.447106258815438,3.77163912860716
48,08063,Kit Carson,0.2621685129238,31.25,0.15902228612509,75,0.122551062942893,87.5,0.050688150386036,91.5254237288136,0.314047207829591,62.5,0.234834493536014,50,62.3330701291095,52.603,96.4285714285714,41.40625,21.875,72.65625,75,66.40625,71.875,79.7,58.0645161290323,6.536,4.83870967741935,17.2,48.4375,0.200170478761188,54.6875,0.066060519960222,87.5,44.8918914309932,53.6124807800513,0.009483847873175,20,0.025309077657558,46.875,96.078431372549,96.078431372549,0.380466472303207,79.6875,36.9184061836863,89.0625,0.004830983727059,17.741935483871,43.346795890411,7.8125,6.15527671232877,68.75,47435.3110946836,43.75,40.0735879008945,0,0,0.372493105845159,14.2857142857143,0,0,1.60914582613297,25.5813953488372,0.57933993917228,79.4871794871795,44.4444444444444,14.2857142857143,1.38270441018922,11.2903225806452,21.5847149342404,47.5095785440613,59.375,0,0,24.75,35.9375,10.3282289672774,1.5625,14.9390794476072,29.1677425459091,31.0283439787952,48.4375,14.0625,1.5625,56.25,79.6875,18.75,71.875,45.3125,0.584674129889208,3.28545567992786
49,08019,Clear Creek,0.311396818478971,67.1875,0.120597079037801,48.4375,0.033756378385451,20.3125,0.01460013074744,42.3728813559322,0.186473429951691,12.5,0.139423588216527,12.5,27.5543561256191,4.301,10.7142857142857,52.34375,57.8125,24.21875,25,21.875,17.1875,83.275,3.2258064516129,8.934,38.7096774193548,15.9,17.1875,0.210996490481761,64.0625,0.028820589173668,9.375,19.1297488850907,23.3420525053549,0.000110372518957,2,0.027323190900662,50,80.3921568627451,80.3921568627451,0.27252055273745,57.8125,33.3061256690439,64.0625,0.007098168183041,27.4193548387097,51.423401369863,100,5.46131369863014,46.875,219600.347763428,81.25,40.7657736184037,0,0,4.18626533599075,49.2063492063492,9.06647857372471,100,0,0,0,0,91.2698412698413,69.8412698412698,236.791254248597,46.7741935483871,63.3191235696124,22.6053639846743,7.8125,0.067818447646746,32.3529411764706,27.75,50,736.871601958975,82.8125,31.9847105309276,44.2088453343368,20.4756684866218,51.5625,84.375,34.375,10.9375,25,62.5,14.0625,25,0.107781114606951,1.71853962737013
50,08075,Logan,0.247463994990607,15.625,0.149184034604797,60.9375,0.089283339981385,59.375,0.003882279273638,18.6440677966102,0.345263157894737,73.4375,0.236879166275467,53.125,40.0261940963279,26.582,67.8571428571429,51.5625,56.25,68.75,67.1875,80.46875,87.5,78.2571428571429,82.258064516129,7.567,9.67741935483871,19.2,87.5,0.184161111632711,46.875,0.054830532344381,68.75,55.5502578823255,47.7882259893267,6.88074532761726,80,0.063523551813494,79.6875,88.2352941176471,88.2352941176471,0.495341079029104,93.75,36.3713726901487,84.375,0.414499187933351,72.5806451612903,44.034860665362,15.625,6.27323170254403,78.125,117013.01517993,65.625,66.6262407173596,0.153618940896078,38.8888888888889,16.5380857948374,73.015873015873,0,0,22.4009495630647,53.4883720930233,0.657101663890378,84.6153846153846,11.1111111111111,6.34920634920635,2659.97961970537,67.741935483871,42.048911915737,45.9770114942529,54.6875,1.79754990788021,94.1176470588235,28.75,53.125,35.7046806822689,12.5,42.9973828531299,54.5746940508965,51.7490157854732,89.0625,59.375,54.6875,76.5625,50,82.8125,59.375,79.6875,0.509315675331891,2.98709183538774
51,08121,Washington,0.218226600985222,7.8125,0.119244135534318,45.3125,0.094658753709199,62.5,0.026600985221675,66.1016949152542,0.299347826086957,56.25,0.143865476437617,14.0625,32.4001948157985,27.243,69.6428571428571,77.34375,96.875,53.125,53.125,60.9375,65.625,80.15,48.3870967741936,7.469,8.06451612903226,17.5,57.8125,0.213410836620303,65.625,0.045048785551173,42.1875,48.4425044657447,40.4213496407716,0.015635091318703,24,0.030273645941897,59.375,0,0,0.505887483645879,95.3125,36.3336462027425,82.8125,0.002207321517131,12.9032258064516,44.3640493150685,17.1875,6.3921698630137,81.25,52766.5677393376,46.875,41.9002905974643,0.006935364942357,16.6666666666667,0.529257949673193,20.6349206349206,0,0,50.7558544756462,62.7906976744186,0.011130485706218,12.8205128205128,4.76190476190476,3.17460317460317,2313.62112640058,61.2903225806452,19.4337048215865,44.4444444444444,46.875,0.138628710939866,41.1764705882353,25.5,40.625,29.4165876724397,10.9375,30.4316471594348,33.4164832939875,26.8016437040022,56.25,9.375,31.25,62.5,37.5,29.6875,42.1875,39.0625,0.689155936189991,3.59641030322897
52,08035,Douglas,0.261951489342356,29.6875,0.075472066657179,12.5,0.021072505378158,7.8125,0.007062157595229,23.728813559322,0.081679814902573,1.5625,0.206168137121536,39.0625,12.7014984390503,23.773,64.2857142857143,50.78125,53.125,14.84375,10.9375,10.9375,4.6875,82.2209677419355,14.5161290322581,8.922,37.0967741935484,14,1.5625,0.129375968195977,6.25,0.054640955453268,67.1875,15.814293916368,14.2578961777091,3.37958600200536,74,0.167108889229543,90.625,17.6470588235294,17.6470588235294,0.014397234793561,1.5625,36.0841705924452,76.5625,1.16555472208524,80.6451612903226,49.340601674277,78.125,7.42996811263318,87.5,931298.20486619,90.625,44.6639324543863,0.099417212678309,27.7777777777778,35.0971434621499,87.3015873015873,0.01936347440234,28.5714285714286,1.23801626870515,18.6046511627907,0.147245618688719,48.7179487179487,94.4444444444445,79.3650793650794,8012.49221281583,83.8709677419355,45.7269136865414,23.3716475095785,9.375,0.816232933682035,79.4117647058823,22.5,10.9375,1843.18244957927,100,30.0395586354418,41.2735843076889,11.6766297524346,67.1875,62.5,29.6875,4.6875,3.125,56.25,1.5625,1.5625,0.228049018938464,2.24710815852836
53,08021,Conejos,0.215743440233236,6.25,0.184978026368358,85.9375,0.102249899558055,71.875,0.087463556851312,98.3050847457627,0.51072618254497,96.875,0.551833708460215,98.4375,57.5128395850872,12.134,23.2142857142857,42.1875,29.6875,96.875,100,91.40625,95.3125,82.25,12.9032258064516,10.772,69.3548387096774,18.1,65.625,0.195286641069774,53.125,0.062359327419568,79.6875,49.0156430082819,53.2642412966845,0,0,0.014402981409603,20.3125,19.6078431372549,19.6078431372549,0.333663121444472,64.0625,29.4387372253142,4.6875,0.00608673384373,19.3548387096774,48.5832479452055,64.0625,4.66541917808219,15.625,52061.0738736424,45.3125,23.8586700863911,0,0,1.03400383287215,31.7460317460317,0.001781857375605,7.14285714285714,0,0,0,0,65.0793650793651,36.5079365079365,44.5126236723348,29.0322580645161,22.1415172772194,52.4904214559387,73.4375,0,0,32,64.0625,96.9537606278613,31.25,52.7785266955067,30.6593460363771,32.4032452784795,17.1875,15.625,75,65.625,73.4375,23.4375,70.3125,48.4375,0.33936841599575,2.79156980201095
54,08041,El Paso,0.330874078684088,82.8125,0.12500162218047,50,0.051987620702329,32.8125,0.015631162459158,45.7627118644068,0.242586776579909,31.25,0.330538679461006,68.75,48.7105779951982,32.658,78.5714285714286,65.625,84.375,57.03125,59.375,43.75,39.0625,79.3395833333333,66.1290322580645,9.485,51.6129032258064,17.2,48.4375,0.133364278545246,7.8125,0.063004999157907,81.25,48.9501678563787,48.8303729257885,28.1302018425214,92,0.121400385856984,87.5,43.1372549019608,43.1372549019608,0.127880776649448,28.125,36.1391159197053,79.6875,13.7953310763125,93.5483870967742,49.2037648265114,73.4375,6.24173144122713,76.5625,1261768.01665784,92.1875,69.4806250422432,0.817756455295791,72.2222222222222,69.5812998693452,92.0634920634921,0,0,1.83293652823703,30.2325581395349,0.312303663678477,69.2307692307692,111.111111111111,95.2380952380952,12975.5417834192,90.3225806451613,70.2031442888864,40.9961685823755,32.8125,0,0,22,7.8125,687.314592779621,81.25,27.5138209624704,59.1695538339608,57.3295075716275,93.75,90.625,23.4375,64.0625,59.375,89.0625,64.0625,89.0625,0.572085274618075,3.26021135628058
55,08061,Kiowa,0.286751361161524,50,0.096431283219438,25,0.088172043010753,57.8125,0.029038112522686,71.1864406779661,0.39331814730448,81.25,0.082405345211581,3.125,33.0623515090517,20.502,46.4285714285714,77.34375,96.875,66.40625,65.625,89.0625,90.625,78.2,83.8709677419355,8.14,14.5161290322581,20.5,98.4375,0.21826280623608,67.1875,0.091314031180401,100,65.2834170641558,49.1728842866037,0.002644943737082,12,0.022134178788797,42.1875,94.1176470588235,94.1176470588235,0.518195050946143,96.875,34.9915828801019,71.875,0.000329399554899,4.83870967741935,43.4329205479452,9.375,6.15763287671233,70.3125,21403.8527472839,23.4375,30.7804157765987,0,0,0.664439780691911,28.5714285714286,0,0,3.13239995136567,39.5348837209302,0,0,96.8253968253968,84.1269841269841,0.207236784250824,8.06451612903226,29.5873803114731,45.2107279693487,50,0,0,21.75,6.25,39.0246781284965,14.0625,16.3796337138056,26.881961394619,26.2286846730269,23.4375,29.6875,4.6875,90.625,39.0625,3.125,65.625,35.9375,0.477251870161354,3.61712248475694
56,08119,Teller,0.318297101449275,75,0.137597921824898,57.8125,0.02954874767129,14.0625,0.002445652173913,10.1694915254237,0.208967954185451,21.875,0.155989983035786,20.3125,25.50895717037,20.467,44.6428571428571,59.375,68.75,23.4375,23.4375,34.375,31.25,81.2428571428571,30.6451612903226,13.242,85.4838709677419,16.6,34.375,0.236569997576541,73.4375,0.037886743678811,21.875,40.9694450866186,33.2392011284943,0.104697083136668,46,0.016122398091877,28.125,72.5490196078431,72.5490196078431,0.104751215862327,21.875,33.1172425423062,59.375,0.285116346285546,67.741935483871,50.109904109589,90.625,5.19580102739726,42.1875,79036.3353635274,54.6875,49.3200437194958,0.030052150644842,22.2222222222222,15.3554483463375,69.8412698412698,0,0,0,0,0,0,49.2063492063492,19.047619047619,838.632087906851,56.4516129032258,35.9421594220316,22.2222222222222,6.25,0.034950549072559,20.5882352941176,24.75,35.9375,1647.19579010978,96.875,25.8710871812329,40.113333510564,26.4563061537185,73.4375,50,18.75,51.5625,21.875,50,37.5,37.5,0.15030061602738,1.82073559871445
57,08051,Gunnison,0.303776259827297,62.5,0.073545036005194,10.9375,0.016785079928952,3.125,0.002448769171285,11.864406779661,0.264223364080976,42.1875,0.149312492654836,15.625,15.9888167462916,16.785,33.9285714285714,65.625,84.375,10.9375,3.125,25.78125,21.875,80.52,40.3225806451613,9.502,53.2258064516129,15.1,7.8125,0.13991068280644,14.0625,0.033905276765777,17.1875,20.9964523688448,18.4926345575682,0.259335119250302,58,0.018249183897736,31.25,52.9411764705882,52.9411764705882,0.107110563090834,23.4375,30.2626159764039,18.75,0.013977197070851,30.6451612903226,48.5604178082192,62.5,4.69893378995434,20.3125,39339.4055265459,37.5,34.0497098146606,0,0,4.82451075178544,50.7936507936508,0.020166229223169,32.1428571428571,2.16408205211597,32.5581395348837,0,0,83.3333333333333,57.1428571428571,7797.15234666663,82.258064516129,47.8122063292728,58.6206896551724,84.375,0.022775251085685,14.7058823529412,40.25,98.4375,151.510306296037,46.875,48.9160840255404,41.2069274960336,15.1202473857542,32.8125,65.625,64.0625,15.625,7.8125,54.6875,4.6875,9.375,0.873849916446261,5.35340676116213
58,08009,Baca,0.238335435056747,14.0625,0.173913043478261,81.25,0.141773162939297,89.0625,0.004413619167718,22.0338983050847,0.525213801238573,98.4375,0.174771167048055,26.5625,42.463612857386,0,0,76.5625,93.75,79.6875,78.125,90.625,93.75,80,51.6129032258064,9.278,48.3870967741936,21.8,100,0.238844393592677,75,0.048054919908467,57.8125,72.2624915058487,57.3630521816173,0.001033765969871,8,0.022089372758055,40.625,92.156862745098,92.156862745098,0.379848866498741,78.125,34.793067870416,70.3125,0.006469002933787,20.9677419354839,43.6739136986301,12.5,5.75221917808219,53.125,31200.2370775941,26.5625,34.0082901835384,0.103935987196352,33.3333333333333,0.101110747666361,7.93650793650794,0,0,2.17245546937381,34.8837209302326,0.079502395970074,38.4615384615385,88.8888888888889,66.6666666666667,0,0,29.8409935865493,63.2183908045977,92.1875,0,0,20.25,1.5625,105.566147174712,35.9375,17.2986936871601,28.7890669101965,32.7679834955596,31.25,31.25,6.25,96.875,53.125,17.1875,79.6875,51.5625,0.673306466618897,3.38201321808389
59,08039,Elbert,0.256884591128863,21.875,0.080711198726211,17.1875,0.032842879663689,18.75,0.000525541307547,1.69491525423729,0.130538513974097,4.6875,0.157311864534906,23.4375,10.4639044796504,24.396,66.0714285714286,57.8125,65.625,35.15625,32.8125,28.125,23.4375,80.5142857142857,41.9354838709677,8.549,24.1935483870968,17.5,57.8125,0.17518993083116,39.0625,0.042521827871641,37.5,40.3968539722433,25.4303792259469,0.031560712186373,30,0.04221101500639,71.875,56.8627450980392,56.8627450980392,0.074459486765003,14.0625,35.2286176095387,73.4375,0.010835739885494,29.0322580645161,48.6597585127202,65.625,6.54009784735812,82.8125,15624.8811175306,15.625,40.7836352620858,0,0,2.16129040506321,41.2698412698413,0.002388137197409,14.2857142857143,40.6169935173595,58.1395348837209,0.011487317476698,15.3846153846154,79.3650793650794,52.3809523809524,1.58878721181523,12.9032258064516,26.6273189534744,42.5287356321839,39.0625,8.6178135225e-05,2.94117647058824,22.75,14.0625,98.2886209151321,32.8125,15.1738484941382,30.8421094929461,15.5627659839046,53.125,25,3.125,50,1.5625,25,17.1875,10.9375,0.500510954695528,3.29599994066767
60,08077,Mesa,0.303432755396368,60.9375,0.153212424862638,70.3125,0.077230164892888,48.4375,0.007448730546135,27.1186440677966,0.292476437555417,48.4375,0.203771192139934,35.9375,46.2575621425311,23.126,62.5,50,43.75,52.34375,51.5625,60.9375,65.625,78.3387096774194,80.6451612903226,8.602,25.8064516129032,18.6,73.4375,0.200248509264656,56.25,0.052596857766875,65.625,55.7710257859792,51.0142939642551,23.3549982401561,90,0.105097598837373,81.25,5.88235294117647,5.88235294117647,0.159346015241921,40.625,29.7777361094184,10.9375,1.51544567430466,83.8709677419355,46.2352216687422,25,6.11914263179743,65.625,533161.114777533,84.375,39.2661326321061,0.456959546197342,44.4444444444444,135.655260601303,95.2380952380952,0,0,64.7329628119294,65.1162790697674,0.371022170820795,71.7948717948718,75.3968253968254,49.2063492063492,14356.9387979208,91.9354838709677,66.8835396317725,61.6858237547893,89.0625,0.230980197372693,61.7647058823529,31,59.375,616.18097725358,78.125,71.073422327025,54.1223068057524,54.7845445030365,45.3125,89.0625,89.0625,78.125,57.8125,81.25,67.1875,85.9375,0.900045571576811,5.03656067551832
61,08033,Dolores,0.125738396624473,1.5625,0.08029197080292,15.625,0.047194546407971,29.6875,0,0,0.306569343065693,59.375,0.233576642335766,48.4375,18.3569195369352,0,0,35.15625,10.9375,35.9375,35.9375,50.78125,43.75,76.8,93.5483870967742,17.857,96.7741935483871,17.7,60.9375,0.357234864748819,98.4375,0.027479604980678,6.25,39.4249030956028,28.890911316269,0.026201919817731,28,0.010667657706403,12.5,76.4705882352941,76.4705882352941,0.338028169014085,65.625,30.374056753233,21.875,0.00176821989099,9.67741935483871,47.1075671232877,39.0625,4.50693424657534,6.25,19110.875525326,18.75,22.8558754008772,0,0,0.37160103481256,12.6984126984127,0,0,6.62904949408484,46.5116279069767,0,0,51.5873015873016,22.2222222222222,0.003009101646126,3.2258064516129,14.3444596272371,59.3869731800766,87.5,0,0,30,56.25,612.21941195068,76.5625,72.2296585695699,33.0714672496403,18.9585265145898,15.625,1.5625,92.1875,46.875,12.5,28.125,25,21.875,0.282848918078798,3.16637609203642
62,08005,Arapahoe,0.343819167221666,89.0625,0.104569859294001,32.8125,0.078112606397515,51.5625,0.04345346578877,86.4406779661017,0.206950317858366,20.3125,0.422499400262509,79.6875,52.5601568051185,48.955,87.5,31.25,6.25,50.78125,48.4375,32.03125,28.125,79.6949275362319,59.6774193548387,9.911,61.2903225806452,16.4,29.6875,0.137461360861666,12.5,0.058383107725077,75,34.8507500721813,43.7054534386499,17.5187219063515,86,0.27983656156558,96.875,0,0,0.09008024728956,18.75,38.702314256381,95.3125,11.6219899651161,91.9354838709677,47.8698952267506,43.75,8.69094137666979,93.75,2363801.13635264,98.4375,69.6316677190598,0.779913204108983,66.6666666666667,0.558841427013306,22.2222222222222,0.196729656069416,64.2857142857143,252.446659143798,79.0697674418605,0.753830583313983,89.7435897435898,60.3174603174603,30.1587301587302,4435.67073379504,74.1935483870968,54.9469257693588,37.5478927203065,29.6875,0.992234781444931,82.3529411764706,24.5,32.8125,300.105731950121,60.9375,47.021250396025,60.3078779008759,52.2997428001394,96.875,76.5625,59.375,35.9375,65.625,93.75,48.4375,81.25,0.218928606842383,3.6991994065063
63,08071,Las Animas,0.319408837279445,76.5625,0.23271922307912,98.4375,0.115010850080196,79.6875,0.012064545317448,35.5932203389831,0.40047857298238,84.375,0.475800859797532,89.0625,73.7293614095876,71.919,100,48.4375,40.625,84.375,84.375,73.4375,76.5625,78.6166666666667,75.8064516129032,11.785,77.4193548387097,19,85.9375,0.250728054361392,79.6875,0.046179448065456,46.875,71.5977281909421,72.6635448002648,0.210983811418148,54,0.030518190912755,62.5,27.4509803921569,27.4509803921569,0.466222879684418,89.0625,31.7076657784219,48.4375,0.131215345809108,66.1290322580645,46.7474666666667,31.25,4.72111780821918,23.4375,102017.129460368,57.8125,47.0000329585247,0,0,1.22584828071302,33.3333333333333,0,0,438.348960541847,81.3953488372093,0,0,127.777777777778,96.8253968253968,84.7020570184533,37.0967741935484,55.8728650292557,64.367816091954,95.3125,0.027900628523099,17.6470588235294,22.5,10.9375,326.515930924736,62.5,32.7457596203439,45.6546726416623,65.8251245493625,71.875,79.6875,37.5,95.3125,95.3125,67.1875,98.4375,93.75,1.25727619218537,5.53775039877082
64,08049,Grand,0.312920807951266,70.3125,0.066904777090376,7.8125,0.053369853917663,34.375,0.010740621994229,30.5084745762712,0.2139804834492,23.4375,0.179280081404223,29.6875,27.1536644595678,0.624,1.78571428571429,50.78125,53.125,28.90625,29.6875,17.96875,10.9375,80.9,33.8709677419355,13.706,91.9354838709677,16.1,21.875,0.193080641058255,51.5625,0.041465276011193,32.8125,24.8010761272346,25.9773702934012,0,0,0.016539146366397,29.6875,64.7058823529412,64.7058823529412,0.080808080808081,15.625,31.1974566467727,34.375,0.024408278428236,38.7096774193548,50.5852168949772,92.1875,5.4649894977169,48.4375,44274.6950944862,40.625,40.5047401990454,0,0,8.82385515195613,65.0793650793651,0.023467959109794,35.7142857142857,0,0,0,0,67.4603174603175,41.2698412698413,5103.50742784951,79.0322580645161,52.472362265495,30.6513409961686,17.1875,0.009139392960073,5.88235294117647,31.25,60.9375,142.50913881361,43.75,22.7853980577515,39.0668101803343,20.1369185423963,50,70.3125,15.625,17.1875,23.4375,43.75,20.3125,23.4375,0.511446010947566,4.13096429744936
